query	intent	doc	label
3442,1612,2077,748,4578	686,6253	product_id_1517633	1
3442,1612,2077,748,4578	686,6253	product_id_1517634	1
673,910,440	6301,1791,1632	product_id_1517805	1
673,910,440	6301,1791,1632	product_id_1517815	1
673,910,440	6301,1791,1632	product_id_1517816	1
673,910,440	6301,1791,1632	product_id_1517818	1
673,910,440	2541,1632	product_id_1517805	1
673,910,440	2541,1632	product_id_1517817	1
673,910,440	2541,1632	product_id_1517819	1
871,499	4114,6942,6534	product_id_1517851	1
871,499	4114,6942,6534	product_id_1517857	1
871,499	4836,5006,2909	product_id_1517834	1
871,499	4836,5006,2909	product_id_1517853	1
871,499	1599,913,5070,6567	product_id_1517827	1
871,499	4114,1026,910,6567	product_id_1517836	1
871,499	3766,3322,1583	product_id_1517993	1
871,499	4434,4697,2909	product_id_1517896	1
871,499	4434,4697,2909	product_id_1517900	1
871,499	4114,5448,6567	product_id_1517827	1
871,499	4114,3713,6567	product_id_1517827	1
871,499	4114,3713,6567	product_id_1517848	1
871,499	4114,3713,6567	product_id_1517857	1
871,499	4114,3764,4269	product_id_1518013	1
871,499	4114,3764,4269	product_id_1518015	1
871,499	4114,3814,6567	product_id_1517848	1
871,499	4382,1567,2909	product_id_1517939	1
871,499	4382,1567,2909	product_id_1518001	1
871,499	4382,1567,2909	product_id_1518003	1
871,499	4382,1567,2909	product_id_1518004	1
871,499	2743,4007,2909	product_id_1517827	1
871,499	2743,4007,2909	product_id_1517855	1
871,499	2743,4007,2909	product_id_1518001	1
871,499	870,407,1384	product_id_1517951	1
871,499	870,407,1384	product_id_1517952	1
871,499	3764,5006,6567	product_id_1517825	1
871,499	3764,5006,6567	product_id_1517849	1
871,499	3764,5006,6567	product_id_1518013	1
871,499	3764,5006,6567	product_id_1518015	1
871,499	394,4703,6567	product_id_1518015	1
871,499	2959,3329,2909	product_id_1517969	1
871,499	2959,3329,2909	product_id_1517970	1
871,499	7170,7169,6567	product_id_1518013	1
871,499	7170,7169,6567	product_id_1518014	1
871,499	7170,7169,6567	product_id_1518015	1
871,499	4114,3731,6567	product_id_1517827	1
871,499	4114,3731,6567	product_id_1517857	1
871,499	5972,3464,2909	product_id_1517939	1
871,499	5972,3464,2909	product_id_1518001	1
871,499	5972,3464,2909	product_id_1518003	1
871,499	5972,3464,2909	product_id_1518004	1
871,499	1176,6821,2909	product_id_1517855	1
871,499	3764,3713,3728	product_id_1517827	1
871,499	3764,3713,3728	product_id_1517849	1
871,499	3764,3713,3728	product_id_1518014	1
871,499	3764,3713,3728	product_id_1518015	1
1109,3488	2316,4143	product_id_1518034	1
1109,3488	2316,4143	product_id_1518067	1
1109,3488	2316,4143	product_id_1518069	1
1109,3488	2316,4143	product_id_1518077	1
1109,3488	2755,987,453,2105	product_id_1518034	1
1109,3488	2755,987,453,2105	product_id_1518065	1
1109,3488	2755,987,453,2105	product_id_1518073	1
1109,3488	2755,987,453,2105	product_id_1518077	1
1109,3488	2735,6163	product_id_1518059	1
1109,3488	627,2603	product_id_1518058	1
1109,3488	627,2603	product_id_1518060	1
1109,3488	627,2603	product_id_1518061	1
1109,3488	627,2603	product_id_1518076	1
1109,3488	6175,1892,5929	product_id_1518067	1
1109,3488	6175,1892,5929	product_id_1518068	1
1109,3488	6175,1892,5929	product_id_1518075	1
1109,3488	417,1426,2179,523,1892,5929	product_id_1518073	1
1109,3488	417,1426,2179,523,1892,5929	product_id_1518074	1
1109,3488	417,1426,2179,523,1892,5929	product_id_1518077	1
1059,1578,1384,4116,1059,1640	1892,1919,5564	product_id_1518252	1
1059,1578,1384,4116,1059,1640	1892,1919,5564	product_id_1518262	1
1059,1578,1384,4116,1059,1640	1892,1919,5564	product_id_1518263	1
1059,1578,1384,4116,1059,1640	6870,757	product_id_1518274	1
1059,1578,1384,4116,1059,1640	6870,757	product_id_1518278	1
1059,1578,1384,4116,1059,1640	5576,2281	product_id_1518239	1
1059,1578,1384,4116,1059,1640	5576,2281	product_id_1518247	1
1059,1578,1384,4116,1059,1640	5576,2281	product_id_1518273	1
1059,1578,1384,4116,1059,1640	5576,2281	product_id_1518279	1
3236,5156,423	6962,4238	product_id_1518343	1
3236,5156,423	3442,1054,3322	product_id_1518491	1
3236,5156,423	2486,2441,6799	product_id_1518336	1
3236,5156,423	6821,6799	product_id_1518466	1
3236,5156,423	3433,6821	product_id_977377	1
3236,5156,423	4307,6799	product_id_1518346	1
3236,5156,423	4307,6799	product_id_1518347	1
3236,5156,423	4307,6799	product_id_1518358	1
3236,5156,423	2441,6344,2486,4007	product_id_1518336	1
3236,5156,423	1318,6785	product_id_1518351	1
3236,5156,423	457,3513	product_id_1518355	1
3236,5156,423	3433,5019,4238	product_id_1518343	1
3236,5156,423	3506,1247,5120	product_id_1518344	1
3236,5156,423	6140,578,457	product_id_1518457	1
3236,5156,423	4434,4366,5120	product_id_977377	1
3236,5156,423	3532,6962,3322	product_id_1518351	1
3236,5156,423	778,1815,6140,578,2486,4007	product_id_1518457	1
3236,5156,423	6821,6344,4717,987	product_id_1518466	1
3236,5156,423	650,3588,6799	product_id_1518336	1
3236,5156,423	650,3588,6799	product_id_1518466	1
3236,5156,423	4717,3392	product_id_190995	1
3236,5156,423	4717,3392	product_id_1518368	1
3236,5156,423	457,6799	product_id_1518339	1
3236,5156,423	457,6799	product_id_1518362	1
3236,5156,423	2486,4111,3392	product_id_1518482	1
3236,5156,423	2486,4111,3392	product_id_1518483	1
3236,5156,423	1018,1651,3322	product_id_1518359	1
3236,5156,423	2771,1024	product_id_1518344	1
3236,5156,423	3487,1098,457	product_id_1518457	1
3236,5156,423	3487,1098,457	product_id_1518520	1
3236,5156,423	6140,578,2486,4007,1632,5747	product_id_1518344	1
3236,5156,423	1284,1314	product_id_1518350	1
3236,5156,423	5019,6805	product_id_1518457	1
6077,3412,4088	2314,4926,2781,881	product_id_1518610	1
6077,3412,4088	2314,4926,2781,881	product_id_1518617	1
6077,3412,4088	2314,4926,2781,881	product_id_1518619	1
6077,3412,4088	4926,5019,5925	product_id_1518584	1
6077,3412,4088	4926,5019,5925	product_id_1089846	1
6077,3412,4088	4926,5019,5925	product_id_1518602	1
6077,3412,4088	4926,5019,5925	product_id_1518606	1
6077,3412,4088	26354	product_id_1518607	1
2056,4330,6212	4099,3873,5125	product_id_32214	1
2056,4330,6212	4099,3873,5125	product_id_1518743	1
2056,4330,6212	4099,3873,5125	product_id_1518744	1
2056,4330,6212	3442,6821,1643	product_id_1518776	1
2056,4330,6212	3442,6821,1643	product_id_1518777	1
2056,4330,6212	3442,6821,1643	product_id_1518778	1
2056,4330,6212	3442,6821,1643	product_id_1518779	1
2056,4330,6212	832,5066	product_id_32214	1
2056,4330,6212	832,5066	product_id_1518739	1
2056,4330,6212	832,5066	product_id_1518744	1
2056,4330,6212	4926,1849,3392	product_id_1518806	1
2056,4330,6212	4926,1849,3392	product_id_1518807	1
2056,4330,6212	4926,1849,3392	product_id_1518808	1
2056,4330,6212	6701,2824,6799	product_id_1518739	1
2056,4330,6212	6701,2824,6799	product_id_1518821	1
2056,4330,6212	6701,2824,6799	product_id_1518822	1
2056,4330,6212	6821,5125	product_id_1518833	1
2056,4330,6212	6821,5125	product_id_1518834	1
2056,4330,6212	6821,5125	product_id_1518852	1
2056,4330,6212	661,2486,6032	product_id_1518851	1
2056,4330,6212	661,2486,6032	product_id_1518852	1
2056,4330,6212	1284,1314	product_id_1518861	1
2056,4330,6212	1284,1314	product_id_1518862	1
2056,4330,6212	1284,1314	product_id_1518863	1
2056,4330,6212	1284,1314	product_id_1518864	1
2056,4330,6212	778,1815,6140,578,2486,4007	product_id_1518871	1
2056,4330,6212	778,1815,6140,578,2486,4007	product_id_1518872	1
2056,4330,6212	778,1815,6140,578,2486,4007	product_id_1518873	1
2056,4330,6212	778,1815,6140,578,2486,4007	product_id_1518874	1
4237,2213	3392,3763,2909	product_id_1518877	1
4237,2213	3392,3763,2909	product_id_1518934	1
4237,2213	3392,3763,2909	product_id_1518981	1
4237,2213	3392,3763,2909	product_id_1518991	1
4237,2213	2446,3713,2909	product_id_1518998	1
4237,2213	2446,3713,2909	product_id_1519002	1
4237,2213	2446,3713,2909	product_id_1519005	1
4237,2213	3492,3284,2991	product_id_1518997	1
4237,2213	3492,3284,2991	product_id_1519000	1
4237,2213	3492,3284,2991	product_id_1519006	1
4237,2213	1520,5125	product_id_1519001	1
4237,2213	1520,5125	product_id_1519003	1
4237,2213	1520,5125	product_id_1519004	1
6226,1065,3867,1643,488,406,5139,5409,1032,5747,6226,1065	488,406,6079,2051	product_id_40077	1
6226,1065,3867,1643,488,406,5139,5409,1032,5747,6226,1065	488,406,6079,2051	product_id_1519106	1
6226,1065,3867,1643,488,406,5139,5409,1032,5747,6226,1065	488,406,6079,2051	product_id_26470	1
6226,1065,3867,1643,488,406,5139,5409,1032,5747,6226,1065	778,1815,545,6666,6911,1211	product_id_40077	1
6226,1065,3867,1643,488,406,5139,5409,1032,5747,6226,1065	778,1815,545,6666,6911,1211	product_id_1519106	1
6226,1065,3867,1643,488,406,5139,5409,1032,5747,6226,1065	778,1815,545,6666,6911,1211	product_id_26470	1
6226,1065,3867,1643,488,406,5139,5409,1032,5747,6226,1065	440,5331,7283,25129,7284	product_id_1424282	1
6226,1065,3867,1643,488,406,5139,5409,1032,5747,6226,1065	440,5331,7283,25129,7284	product_id_1519135	1
6226,1065,3867,1643,488,406,5139,5409,1032,5747,6226,1065	440,5331,7283,25129,7284	product_id_1519136	1
6226,1065,3867,1643,488,406,5139,5409,1032,5747,6226,1065	440,5331,7283,25129,7284	product_id_1519137	1
6226,1065,3867,1643,488,406,5139,5409,1032,5747,6226,1065	5185,1076,1914,1706	product_id_1519142	1
6226,1065,3867,1643,488,406,5139,5409,1032,5747,6226,1065	5185,1076,1914,1706	product_id_1519143	1
6226,1065,3867,1643,488,406,5139,5409,1032,5747,6226,1065	1851,3034,4048	product_id_37939	1
6226,1065,3867,1643,488,406,5139,5409,1032,5747,6226,1065	1851,3034,4048	product_id_37964	1
6226,1065,3867,1643,488,406,5139,5409,1032,5747,6226,1065	1851,3034,4048	product_id_38020	1
6226,1065,3867,1643,488,406,5139,5409,1032,5747,6226,1065	1851,3034,4048	product_id_1519154	1
6226,1065,3867,1643,488,406,5139,5409,1032,5747,6226,1065	3358,3877,1531,7283,27922,7389,11616,7372,7284	product_id_1519158	1
6226,1065,3867,1643,488,406,5139,5409,1032,5747,6226,1065	3358,3877,1531,7283,27922,7389,11616,7372,7284	product_id_1519159	1
6226,1065,3867,1643,488,406,5139,5409,1032,5747,6226,1065	1606,2375	product_id_1519125	1
6226,1065,3867,1643,488,406,5139,5409,1032,5747,6226,1065	1606,2375	product_id_174502	1
6226,1065,3867,1643,488,406,5139,5409,1032,5747,6226,1065	1606,2375	product_id_1519160	1
